	fsa_lights_per100g	id	ingredients	instructions	nutr_per_ingredient	nutr_values_per100g	partition	quantity	title	unit	url	weight_per_ingr	category
164	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}"	00b7e03aad	"[{'text': 'salad dressing, mayonnaise, regular'}, {'text': 'vinegar, cider'}, {'text': 'sugars, granulated'}, {'text': 'salt, table'}, {'text': 'spices, pepper, black'}, {'text': 'cabbage, raw'}, {'text': 'carrots, raw'}]"	"[{'text': 'In a large bowl, combine mayonnaise, vinegar, sugar, salt, and pepper.'}, {'text': 'Add cabbage and carrots and toss to coat evenly with mayonnaise mixture.'}, {'text': 'Cover and refrigerate at least 2 hours before serving.'}]"	"[{'fat': 41.32, 'nrg': 376.0, 'pro': 0.52, 'sat': 6.46, 'sod': 352.0, 'sug': 0.32}, {'fat': 0.0, 'nrg': 9.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3.0, 'sug': 0.18}, {'fat': 0.0, 'nrg': 32.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 8.38}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.0175, 'nrg': 1.5, 'pro': 0.059999999999999006, 'sat': 0.008, 'sod': 0.0, 'sug': 0.0025}, {'fat': 0.18, 'nrg': 44.0, 'pro': 2.2800000000000002, 'sat': 0.06, 'sod': 32.0, 'sug': 5.7}, {'fat': 0.31, 'nrg': 52.0, 'pro': 1.19, 'sat': 0.047, 'sod': 88.0, 'sug': 6.07}]"	"{'energy': 123.12294346395454, 'fat': 10.009572240502543, 'protein': 0.9691893508824401, 'salt': 0.9796589889320961, 'saturates': 1.573437032605444, 'sugars': 4.942267424469039}"	train	"[{'text': '1/4'}, {'text': '3'}, {'text': '2'}, {'text': '1/2'}, {'text': '1/4'}, {'text': '2'}, {'text': '1'}]"	Deli Coleslaw	"[{'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.delish.com/recipefinder/deli-coleslaw-3106	"[55.2, 44.7, 8.4, 3.0, 0.5750000000000001, 178.0, 128.0]"	APPETIZER
167	"{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}"	00b9b0b3f7	"[{'text': 'water, bottled, generic'}, {'text': 'salt, table'}, {'text': 'oil, olive, salad or cooking'}, {'text': 'wheat flours, bread, unenriched'}, {'text': 'spices, parsley, dried'}, {'text': 'sugars, granulated'}, {'text': 'onions, raw'}, {'text': 'spices, basil, dried'}, {'text': 'spices, garlic powder'}, {'text': ""leavening agents, yeast, baker's, active dry""}]"	"[{'text': 'Set bread machine on dough setting and let mix and rise once.'}, {'text': 'Shape and form into rolls.'}, {'text': 'Bake 25-30 min at 350F.'}]"	"[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 9.07184, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 6.75, 'nrg': 59.5, 'pro': 0.0, 'sat': 0.932, 'sod': 0.0, 'sug': 0.0}, {'fat': 6.8100000000000005, 'nrg': 1485.0, 'pro': 49.230000000000004, 'sat': 1.002, 'sod': 9.0, 'sug': 1.26}, {'fat': 1.08, 'nrg': 36.0, 'pro': 4.6800000000000015, 'sat': 0.252, 'sod': 72.0, 'sug': 1.44}, {'fat': 0.0, 'nrg': 32.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 8.38}, {'fat': 0.006666666666666, 'nrg': 2.666666666666666, 'pro': 0.073333333333333, 'sat': 0.002791666666666, 'sod': 0.25, 'sug': 0.28250000000000003}, {'fat': 0.029999999999999003, 'nrg': 2.0, 'pro': 0.16, 'sat': 0.014999999999999002, 'sod': 1.0, 'sug': 0.01}, {'fat': 0.24000000000000002, 'nrg': 120.0, 'pro': 6.12, 'sat': 0.096, 'sod': 24.0, 'sug': 0.9600000000000001}, {'fat': 0.524999999999999, 'nrg': 22.749999999999996, 'pro': 2.835, 'sat': 0.06999999999999901, 'sod': 3.499999999999999, 'sug': 0.0}]"	"{'energy': 184.22492416063778, 'fat': 1.616406006296045, 'protein': 6.605020506461088, 'salt': 0.639537231596349, 'saturates': 0.24806554670288003, 'sugars': 1.290944009021866}"	train	"[{'text': '7-9'}, {'text': '1'}, {'text': '1 1/2'}, {'text': '3'}, {'text': '12'}, {'text': '2'}, {'text': '2'}, {'text': '1'}, {'text': '12'}, {'text': '1 3/4'}]"	Italian Herb Rolls	"[{'text': 'ounce'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}]"	http://www.food.com/recipe/italian-herb-rolls-38777	"[453.592, 6.0, 6.75, 411.0, 18.0, 8.4, 6.666666666666666, 0.7000000000000001, 37.2, 6.999999999999999]"	APPETIZER
169	"{'fat': 'red', 'salt': 'red', 'saturates': 'orange', 'sugars': 'green'}"	00bb72d61e	"[{'text': 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw'}, {'text': 'water, bottled, generic'}, {'text': 'celery, raw'}, {'text': 'nuts, almonds'}, {'text': 'spices, pepper, black'}, {'text': 'onions, raw'}, {'text': 'salad dressing, mayonnaise, regular'}, {'text': 'lemon juice, raw'}, {'text': 'salt, table'}, {'text': 'spices, pepper, black'}, {'text': 'cheese, cheddar'}, {'text': 'onions, raw'}]"	"[{'text': 'Preheat oven to 350 degrees.'}, {'text': 'In a large bowl, add chicken, water chestnuts, celery, almonds, pimentos and onion.'}, {'text': 'In a small bowl, mix mayonnaise, lemon juice, salt and pepper.'}, {'text': 'Combine chicken and vegetables with the mayonnaise mixture and pour into a 2qt.'}, {'text': 'baking dish.'}, {'text': 'Sprinkle cheese and onion rings on top.'}, {'text': 'Bake uncovered for 30 minutes.'}, {'text': 'Serve hot.'}]"	"[{'fat': 7.336, 'nrg': 336.0, 'pro': 63.0, 'sat': 1.5763999999999991, 'sod': 126.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4.53592, 'sug': 0.0}, {'fat': 0.17, 'nrg': 16.0, 'pro': 0.7000000000000001, 'sat': 0.042, 'sod': 81.0, 'sug': 1.35}, {'fat': 856.8000000000001, 'nrg': 9936.0, 'pro': 362.88, 'sat': 65.244, 'sod': 12.0, 'sug': 74.64}, {'fat': 1.8483873999999991, 'nrg': 142.31448999999998, 'pro': 5.8910260999999995, 'sat': 0.7892500799999991, 'sod': 11.3398, 'sug': 0.36287359999999996}, {'fat': 0.01, 'nrg': 4.0, 'pro': 0.11, 'sat': 0.004187499999999999, 'sod': 0.375, 'sug': 0.42375}, {'fat': 165.28, 'nrg': 1504.0, 'pro': 2.08, 'sat': 25.84, 'sod': 1408.0, 'sug': 1.28}, {'fat': 0.024583333333333002, 'nrg': 2.25, 'pro': 0.035416666666666, 'sat': 0.004083333333333001, 'sod': 0.08333333333333301, 'sug': 0.25625000000000003}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 1.26, 'nrg': 108.0, 'pro': 4.32, 'sat': 0.5760000000000001, 'sod': 0.0, 'sug': 0.18}, {'fat': 75.5457476, 'nrg': 916.2558399999999, 'pro': 51.868245200000004, 'sat': 42.78960132, 'sod': 1480.97788, 'sug': 1.0886208}, {'fat': 0.21333333333333301, 'nrg': 85.33333333333333, 'pro': 2.346666666666666, 'sat': 0.089333333333333, 'sod': 8.0, 'sug': 9.04}]"	"{'energy': 411.02962696062235, 'fat': 34.91310846760406, 'protein': 15.534889851131336, 'salt': 2.443496055054434, 'saturates': 4.313550985393869, 'sugars': 2.791236082244012}"	train	"[{'text': '2'}, {'text': '8'}, {'text': '1'}, {'text': '12'}, {'text': '2'}, {'text': '1'}, {'text': '1'}, {'text': '2'}, {'text': '12'}, {'text': '18'}, {'text': '8'}, {'text': '1 1/3'}]"	Hot Chicken Salad	"[{'text': 'cup'}, {'text': 'ounce'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'ounce'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'ounce'}, {'text': 'cup'}]"	http://www.food.com/recipe/hot-chicken-salad-411575	"[280.0, 226.796, 101.0, 1716.0, 56.699, 10.0, 220.8, 10.166666666666666, 72.0, 41.4, 226.796, 213.33333333333331]"	LUNCH
172	"{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}"	00c086384a	"[{'text': 'sugars, granulated'}, {'text': 'cocoa, dry powder, unsweetened'}, {'text': 'salt, table'}, {'text': 'milk, fluid, 1% fat, without added vitamin a and vitamin d'}, {'text': 'vanilla extract'}]"	"[{'text': 'Mix sugar, cocoa and salt in large mug.'}, {'text': 'Heat milk in microwave at HIGH(100%) for 1 to 1-1/2 minutes or until hot.'}, {'text': 'Gradually add hot milk to cocoa mixture in mug, stirring until well blended.'}, {'text': 'Stir in vanilla.'}, {'text': 'VARIATIONS:.'}, {'text': 'Rich and Adult: Increase cocoa to 2 tablespoons; follow recipe.'}, {'text': 'Lower Fat: Use nonfat milk; follow recipe.'}, {'text': 'Sugar Free: Omit sugar.'}, {'text': 'Combine cocoa and salt.'}, {'text': 'Proceed as above, using nonfat milk.'}, {'text': 'Stir in vanilla and sugar substitute with sweetening of 2 tablespoons sugar.'}]"	"[{'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 1.227083333333333, 'nrg': 20.416666666666664, 'pro': 1.7562499999999992, 'sat': 0.7229166666666661, 'sod': 1.8749999999999991, 'sug': 0.15625}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 290.625, 'sug': 0.0}, {'fat': 2.37, 'nrg': 102.0, 'pro': 8.22, 'sat': 1.545, 'sod': 107.0, 'sug': 12.69}, {'fat': 0.0, 'nrg': 168.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 7.42}]"	"{'energy': 114.42319555829734, 'fat': 1.065144972239358, 'protein': 2.95410240592227, 'salt': 0.29574336829117803, 'saturates': 0.671560764959901, 'sugars': 13.445404071560768}"	train	"[{'text': '2'}, {'text': '2-3'}, {'text': '1'}, {'text': '1'}, {'text': '14'}]"	Perfectly Chocolate Hershey's Hot Cocoa	"[{'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'dash'}, {'text': 'cup'}, {'text': 'teaspoon'}]"	http://www.food.com/recipe/perfectly-chocolate-hersheys-hot-cocoa-153877	"[25.200000000000003, 8.958333333333332, 0.75, 244.0, 58.8]"	DRINK
174	"{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}"	00c2b9d336	"[{'text': 'ice creams, vanilla'}, {'text': 'candies, white chocolate'}, {'text': 'milk, fluid, 1% fat, without added vitamin a and vitamin d'}]"	"[{'text': 'In blender container, combine half of the ice cream, half of the candy, and 1/4 cup milk.'}, {'text': 'Cover, and blend until combined.'}, {'text': 'Add remaining ice cream and candy.'}, {'text': 'Cover, blend until of desired consistency, adding milk 1 to 2 teaspoons at a time.'}]"	"[{'fat': 29.04, 'nrg': 548.0, 'pro': 9.24, 'sat': 17.924, 'sod': 212.0, 'sug': 56.04}, {'fat': 862.08, 'nrg': 14400.0, 'pro': 157.44, 'sat': 521.856, 'sod': 2496.0, 'sug': 1585.92}, {'fat': 1.7775, 'nrg': 76.5, 'pro': 6.165000000000001, 'sat': 1.15875, 'sod': 80.25, 'sug': 9.5175}]"	"{'energy': 479.25039872408297, 'fat': 28.481578947368426, 'protein': 5.513397129186603, 'salt': 0.22234848484848402, 'saturates': 17.25482456140351, 'sugars': 52.678708133971284}"	train	"[{'text': '2'}, {'text': '12'}, {'text': '1/4-1/2'}]"	Ice Cream and Candy Shakes	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.food.com/recipe/ice-cream-and-candy-shakes-163784	"[264.0, 2688.0, 183.0]"	DESSERT
176	"{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}"	00c4f99b87	"[{'text': 'alcoholic beverage, tequila sunrise, canned'}, {'text': 'cranberry juice, unsweetened'}, {'text': 'cranberry sauce, canned, sweetened'}, {'text': 'lime juice, raw'}, {'text': 'orange juice, raw'}]"	"[{'text': 'Blend ingredients in blender until smooth.'}, {'text': 'Transfer to large glass measuring cup.'}, {'text': 'Pour half of Margarita base into blender.'}, {'text': 'Add 3 1/2 cups ice cubes.'}, {'text': 'Blend until mixture is slushy; pour into salt-rimmed margarita glasses.'}, {'text': 'Garnish with fresh cranberries.'}, {'text': 'Repeat with remaining Margarita base and 3 1/2 cups ice cubes.'}]"	"[{'fat': 0.30000000000000004, 'nrg': 340.0, 'pro': 0.899999999999999, 'sat': 0.0, 'sod': 180.0, 'sug': 0.0}, {'fat': 0.41250000000000003, 'nrg': 145.0, 'pro': 1.2375, 'sat': 0.03125, 'sod': 6.25, 'sug': 38.2625}, {'fat': 0.42, 'nrg': 440.0, 'pro': 2.49, 'sat': 0.019, 'sod': 14.0, 'sug': 87.95}, {'fat': 0.10625000000000001, 'nrg': 37.5, 'pro': 0.6375000000000001, 'sat': 0.011875, 'sod': 3.125, 'sug': 2.55625}, {'fat': 0.1875, 'nrg': 42.0, 'pro': 0.6525000000000001, 'sat': 0.022500000000000003, 'sod': 0.75, 'sug': 7.811249999999999}]"	"{'energy': 87.46190683500218, 'fat': 0.12418371789290301, 'protein': 0.515237265999129, 'salt': 0.044432956029603, 'saturates': 0.007368306486721001, 'sugars': 11.892033086634742}"	test	"[{'text': '1 1/4'}, {'text': '1 1/4'}, {'text': '1'}, {'text': '10'}, {'text': '6'}]"	Bon Appetit Cranberry Margaritas	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}]"	http://www.food.com/recipe/bon-appetit-cranberry-margaritas-204520	"[311.0, 316.25, 277.0, 151.25, 93.0]"	DRINK
177	"{'fat': 'orange', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}"	00c75a2223	"[{'text': 'molasses'}, {'text': 'sugars, brown'}, {'text': 'cocoa, dry powder, unsweetened'}, {'text': 'butter, without salt'}, {'text': 'spices, cinnamon, ground'}, {'text': 'vanilla extract'}, {'text': 'wheat flour, white, all-purpose, unenriched'}]"	"[{'text': 'Preheat the oven to 400 degree F.'}, {'text': 'Mix all of the ingredients together, except for the flour.'}, {'text': 'Add the flour slowly to the rest of the mixture until it reaches the right consistency to roll out.'}, {'text': 'The dough should be quite soft.'}, {'text': '(You may find it easier to knead it with your hands.)'}, {'text': 'Roll out on a floured surface to a thickness of about 1/4 inch and cut into decorative shapes with small cookie cutters, a sharp knife or the rim of a glass.'}, {'text': 'Place on a greased baking sheet and bake in the oven for about 8 minutes.'}, {'text': 'Remove from the oven while they are still soft and cool on a rack, then pack into crocks or jars.'}, {'text': 'The authors note that the Pennsylvania Dutch settlers made these at Thanksgiving and stored them in a stoneware crock until Christmas.'}, {'text': 'The cookies can be made at any time, but allowed to age for 4 to 6 weeks.'}, {'text': 'They can be used as a substitute for graham crackers for a pie crust.'}]"	"[{'fat': 0.34, 'nrg': 977.0, 'pro': 0.0, 'sat': 0.061, 'sod': 125.0, 'sug': 251.81}, {'fat': 0.0, 'nrg': 754.0966999999999, 'pro': 0.238135799999999, 'sat': 0.0, 'sod': 55.565020000000004, 'sug': 192.53279429999998}, {'fat': 6.62625, 'nrg': 110.25, 'pro': 9.48375, 'sat': 3.90375, 'sod': 10.125, 'sug': 0.8437500000000001}, {'fat': 229.94279450000002, 'nrg': 2032.65915, 'pro': 2.4097075, 'sat': 143.13379055, 'sod': 31.184450000000002, 'sug': 0.170097}, {'fat': 0.001872, 'nrg': 0.3744, 'pro': 0.006240000000000001, 'sat': 0.0005616, 'sod': 0.0, 'sug': 0.003744}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 4.4452016, 'nrg': 1651.07488, 'pro': 46.8560536, 'sat': 0.703067599999999, 'sod': 9.07184, 'sug': 1.2246984}]"	"{'energy': 417.8357646377978, 'fat': 18.211834821011745, 'protein': 4.451459246734747, 'salt': 0.043565873566332, 'saturates': 11.152601901555602, 'sugars': 33.73764093667381}"	val	"[{'text': '1'}, {'text': '7'}, {'text': '9'}, {'text': '10'}, {'text': '1'}, {'text': '1'}, {'text': '1'}]"	Advent Cookies	"[{'text': 'cup'}, {'text': 'ounce'}, {'text': 'tablespoon'}, {'text': 'ounce'}, {'text': 'pinch'}, {'text': 'teaspoon'}, {'text': 'pound'}]"	https://recipeland.com/recipe/v/advent-cookies-2734	"[337.0, 198.4465, 48.375, 283.495, 0.16224000000000002, 4.2, 453.592]"	DESSERT
178	"{'fat': 'orange', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}"	00c795bb34	"[{'text': 'milk, fluid, 1% fat, without added vitamin a and vitamin d'}, {'text': 'ice creams, vanilla'}, {'text': 'ice creams, chocolate'}]"	"[{'text': 'Place milk, caramel syrup, and ice cream in blender container; cover.'}, {'text': 'Blend until smooth and thick.'}, {'text': 'Serve immediately!'}]"	"[{'fat': 2.37, 'nrg': 102.0, 'pro': 8.22, 'sat': 1.545, 'sod': 107.0, 'sug': 12.69}, {'fat': 188.76, 'nrg': 3562.0, 'pro': 60.06, 'sat': 116.506, 'sod': 1378.0, 'sug': 364.26}, {'fat': 29.165714285714284, 'nrg': 571.4285714285714, 'pro': 10.057142857142859, 'sat': 18.029714285714284, 'sod': 201.14285714285714, 'sug': 67.24571428571429}]"	"{'energy': 190.34411915767845, 'fat': 9.900295326142782, 'protein': 3.5205444273240882, 'salt': 0.18944209039548002, 'saturates': 6.115594504365691, 'sugars': 19.962570621468924}"	train	"[{'text': '1'}, {'text': '13'}, {'text': '2'}]"	Classic Caramel Milkshake	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.food.com/recipe/classic-caramel-milkshake-65235	"[244.0, 1716.0, 265.14285714285717]"	DESSERT
179	"{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}"	00c86eefd5	"[{'text': 'cheese, mozzarella, low sodium'}, {'text': 'spices, basil, dried'}, {'text': 'tomatoes, sun-dried'}, {'text': 'oil, olive, salad or cooking'}]"	"[{'text': 'Cut mozzarella into 1/4 inch slices.'}, {'text': 'In a glass bowl layer slices alternately with basil and sundried tomatoes.'}, {'text': 'Cover with olive oil.'}, {'text': 'Marinate in refrigerator for 2-3 days.'}, {'text': 'Reuse oil in dressing or to marinate more cheese.'}]"	"[{'fat': 58.173173999999996, 'nrg': 952.5431999999998, 'pro': 93.55335, 'sat': 36.96888198, 'sod': 54.431039999999996, 'sug': 4.1843862}, {'fat': 1.44, 'nrg': 96.0, 'pro': 7.6800000000000015, 'sat': 0.72, 'sod': 48.0, 'sug': 0.48000000000000004}, {'fat': 19.200000000000003, 'nrg': 1668.0, 'pro': 91.44, 'sat': 2.76, 'sod': 696.0, 'sug': 243.60000000000002}, {'fat': 432.0, 'nrg': 3808.0, 'pro': 0.0, 'sat': 59.648, 'sod': 0.0, 'sug': 0.0}]"	"{'energy': 448.7942033052827, 'fat': 35.13655813684745, 'protein': 13.253139715805679, 'salt': 0.13730126826771802, 'saturates': 6.88521771172532, 'sugars': 17.076998955835563}"	train	"[{'text': '12'}, {'text': '1'}, {'text': '12'}, {'text': '2'}]"	Mozzarella Marinated With Basil and Sundried Tomatoes	"[{'text': 'ounce'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.food.com/recipe/mozzarella-marinated-with-basil-and-sundried-tomatoes-507916	"[340.19399999999996, 33.6, 648.0, 432.0]"	APPETIZER
182	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'green', 'sugars': 'orange'}"	00cd2727be	"[{'text': 'beans, snap, green, raw'}, {'text': 'spices, pepper, red or cayenne'}, {'text': 'rice vinegar, upc: 4979435030332'}, {'text': 'spices, garlic powder'}, {'text': 'oil, olive, salad or cooking'}, {'text': 'oil, sesame, salad or cooking'}, {'text': 'cherries, sweet, raw'}, {'text': 'spices, pepper, black'}]"	"[{'text': 'In a bowl toss all ingredients together.'}, {'text': 'Season to taste with salt and pepper.'}, {'text': 'Serve at room temperature.'}]"	"[{'fat': 0.9979024000000001, 'nrg': 140.61352, 'pro': 8.3007336, 'sat': 0.226796, 'sod': 27.215519999999998, 'sug': 14.787099199999998}, {'fat': 0.31, 'nrg': 6.0, 'pro': 0.22, 'sat': 0.059000000000000004, 'sod': 1.0, 'sug': 0.189999999999999}, {'fat': 0.0, 'nrg': 60.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1420.0, 'sug': 16.0}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}, {'fat': 54.0, 'nrg': 476.0, 'pro': 0.0, 'sat': 7.456, 'sod': 0.0, 'sug': 0.0}, {'fat': 27.2, 'nrg': 240.0, 'pro': 0.0, 'sat': 3.862, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.56, 'nrg': 174.0, 'pro': 2.92, 'sat': 0.10400000000000001, 'sod': 0.0, 'sug': 35.38}, {'fat': 0.42000000000000004, 'nrg': 36.0, 'pro': 1.44, 'sat': 0.192, 'sod': 0.0, 'sug': 0.060000000000000005}]"	"{'energy': 132.9405648918198, 'fat': 9.715960404518018, 'protein': 1.5579823430584572, 'salt': 0.421823449200225, 'saturates': 1.385445821485249, 'sugars': 7.736790941625984}"	val	"[{'text': '1'}, {'text': '1'}, {'text': '2'}, {'text': '1'}, {'text': '1/4'}, {'text': '2'}, {'text': '2'}, {'text': '2'}]"	Asian Green Bean Salad Recipe	"[{'text': 'pound'}, {'text': 'teaspoon'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'tablespoon'}]"	http://cookeatshare.com/recipes/asian-green-bean-salad-70328	"[453.592, 1.8, 30.0, 3.1, 54.0, 27.2, 276.0, 13.799999999999999]"	LUNCH
184	"{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'orange'}"	00d09540f0	"[{'text': ""leavening agents, yeast, baker's, active dry""}, {'text': 'water, bottled, generic'}, {'text': 'butter, without salt'}, {'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'sugars, granulated'}]"	"[{'text': 'Dissolve yeast in warm water and set aside.'}, {'text': 'In a large mixing bowl, beat butter until creamy.'}, {'text': 'Gradually add flour.'}, {'text': 'Add yeast mixture and blend well.'}, {'text': 'Refrigerate dough until well chilled.'}, {'text': 'Spread sugar out on a large piece of waxed paper.'}, {'text': 'Roll walnut-sized balls of dough into the sugar, pressing flat until dough is thin, about the size of a doughnut.'}, {'text': 'Keep flipping dough and pressing into sugar during this stage.'}, {'text': 'Place on ungreased baking sheets.'}, {'text': 'Bake at 375 degrees for 10-15 minutes, until very lightly browned around the edges.'}, {'text': 'Cool on racks.'}]"	"[{'fat': 0.9, 'nrg': 39.0, 'pro': 4.86, 'sat': 0.12000000000000001, 'sod': 6.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 96.0, 'sug': 0.0}, {'fat': 184.32, 'nrg': 1632.0, 'pro': 1.92, 'sat': 114.704, 'sod': 32.0, 'sug': 0.16}, {'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}]"	"{'energy': 94.80806250707734, 'fat': 5.313101574000679, 'protein': 0.9228852904540821, 'salt': 0.00976673083456, 'saturates': 3.261578530177782, 'sugars': 5.717359302457254}"	train	"[{'text': '1'}, {'text': '12'}, {'text': '1'}, {'text': '2'}, {'text': '1'}]"	Vienna Sugar Cookies	"[{'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.food.com/recipe/vienna-sugar-cookies-272534	"[12.0, 2841.6000000000004, 227.2, 250.0, 201.60000000000002]"	DESSERT
185	"{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}"	00d1d3b376	"[{'text': 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966'}, {'text': 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966'}, {'text': 'butter, without salt'}, {'text': 'oil, corn, peanut, and olive'}]"	"[{'text': 'Place both chips and shortening in small microwave-safe bowl.'}, {'text': 'Microwave at High 1 to 1 1/2 minutes or until chips are melted and mixture is smooth when stirred.'}, {'text': 'Stir in peanuts.'}, {'text': 'Drop by teaspoons into 1-inch diameter candy or petit four papers.'}, {'text': 'Refrigerate until firm, about 30 minutes.'}, {'text': 'Store tightly covered in refrigerator.'}]"	"[{'fat': 560.0699999999999, 'nrg': 9807.0, 'pro': 140.07, 'sat': 350.07000000000005, 'sod': 0.0, 'sug': 1119.93}, {'fat': 560.0699999999999, 'nrg': 9807.0, 'pro': 140.07, 'sat': 350.07000000000005, 'sod': 0.0, 'sug': 1119.93}, {'fat': 11.52, 'nrg': 102.0, 'pro': 0.12, 'sat': 7.169, 'sod': 2.0, 'sug': 0.01}, {'fat': 224.0, 'nrg': 1984.0, 'pro': 0.0, 'sat': 32.176, 'sod': 0.0, 'sug': 0.0}]"	"{'energy': 488.9369564237755, 'fat': 30.545266098868908, 'protein': 6.31472218466946, 'salt': 0.00011265828489000001, 'saturates': 16.66182236041639, 'sugars': 50.467982515434194}"	train	"[{'text': '12'}, {'text': '12'}, {'text': '1'}, {'text': '1'}]"	Chocolate Peanut Clusters	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'cup'}]"	http://www.food.com/recipe/chocolate-peanut-clusters-155716	"[2100.0, 2100.0, 14.2, 224.0]"	DESSERT
